BFS,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34
2,0.004076086956521739,52.4234601449275,0.31068840579710144,0.1816123188405797,1.6811926605504588,0.18554621848739497,0.41757246376811596,6.0673400673400675,35635.15016685206,65099.99999999991,2011.0,1999.0,1598.0,2979.0,2.0,5.0,1777.4,11825.839999999998,1198.6,2283.1299999999987,1.591032608695652,4.0,4.0,6.0,604000.0,1237099.9999999995,1983.0,1901.8,5.230978260869565,1.0,1000.0,8116.942499999997,434.0,1212.09
52,0.0006016847172081829,50.7015643802647,0.36040914560770154,0.27737665463297234,1.7270408163265305,0.14307851239669422,0.36161251504211794,5.839100346020762,37944.8275862069,75000.0,2010.0,2000.0,1796.0,2987.0,2.0,5.949999999999989,1738.3,11049.839999999998,1212.65,2636.2949999999996,1.8074608904933815,4.0,4.0,6.5,663000.0,1173250.0,1986.0,1911.45,4.470517448856799,1.0,986.35,6382.1075,496.225,1325.2
53,0.005681818181818182,50.868421052631675,0.3113038277511962,0.2727272727272727,1.7215007215007214,0.1705165468359594,0.3741028708133971,5.952978056426332,36379.8751950078,70000.0,2010.0,1999.0,1598.0,2987.0,2.0,6.0,1661.85,11765.794999999975,1220.65,2438.9749999999995,1.7766148325358853,4.0,3.5,6.0,622000.0,1279999.9999999984,1974.0,1870.4,5.0941985645933014,1.0,847.8,7406.0999999999985,451.3,1295.3249999999998
62,0.0023752969121140144,51.178939034045925,0.1892319873317498,0.22565320665083136,1.6021739130434782,0.13234831813895,0.38044338875692796,5.802992518703242,37895.78163771712,73500.0,2010.0,1998.0,1780.5,3183.75,2.0,7.0,2027.75,13263.1,1249.3,2353.759999999999,1.8198733174980206,3.0,3.5,5.5,642500.0,1178500.0,1977.0,1880.5,5.8511480601741885,1.0,844.1,7810.039999999996,417.775,1225.1724999999997
66,0.005456349206349206,45.58581349206338,0.15426587301587302,0.31994047619047616,1.5958702064896755,0.3085871728149395,0.3784722222222222,5.993162393162393,37726.81281618887,76000.0,2010.0,1999.0,1794.0,2993.0,2.0,7.0,1742.025,13663.257499999996,1188.75,2290.1949999999974,1.8100198412698412,3.0,3.5,5.5,627000.0,1200000.0,1971.5,1870.0,6.119543650793651,1.0,800.0,8682.849999999991,386.7,1024.4250000000002
69,0.001374885426214482,51.517415215398614,0.26581118240146656,0.24197983501374887,1.6884057971014492,0.13693987699259444,0.3593033913840513,6.084722222222222,39034.435261707986,72750.0,2010.0,1998.0,1798.0,2993.0,2.0,6.0,2008.325,13011.849999999999,1208.9,2416.775,1.8845096241979835,4.0,3.5,6.0,707000.0,1200000.0,1964.5,1909.0,5.527956003666361,1.0,1063.15,7231.239999999995,464.92499999999995,1459.4799999999996
93,0.0,51.98701298701303,0.47763347763347763,0.18326118326118326,1.6129032258064515,0.06162738995108937,0.3492063492063492,5.964856230031949,35194.267515923566,64699.999999999935,2010.0,2000.0,1642.0,2970.0,1.0,5.0,1777.4,14204.694999999976,1237.8,2415.2,1.546897546897547,4.0,4.5,6.5,639000.0,1302000.0,1984.0,1862.0,3.619047619047619,1.0,1060.4,14133.744999999954,588.85,1510.135
96,0.007973251028806584,53.714248971193456,0.27649176954732513,0.2361111111111111,1.6394849785407726,0.21373206530701996,0.3881172839506173,5.867867867867868,38841.59159159159,75450.00000000004,2011.0,1999.0,1796.0,2995.0,2.0,6.0,1830.0,11627.229999999998,1231.5,2374.4599999999996,1.5815329218106995,3.0,3.5,5.5,604000.0,1192799.9999999998,1981.0,1875.0,5.18287037037037,1.0,929.65,9071.320000000005,435.75,1236.25
117,0.0027548209366391185,53.99862258953158,0.43112947658402206,0.1522038567493113,1.7328519855595668,0.13086976115367283,0.3856749311294766,5.933333333333334,36302.76816608997,70000.0,2011.0,1999.0,1781.0,2979.0,2.0,6.0,1940.95,8922.009999999997,1192.8,2530.3749999999995,1.2203856749311295,3.0,4.0,6.5,577500.0,1189500.0,1977.0,1786.4,4.15771349862259,1.0,1057.625,6106.547499999988,483.29999999999995,1305.7375
118,0.002520478890989288,53.27473219911781,0.40264650283553877,0.18273471959672338,1.7865853658536586,0.13130895250703292,0.4114681789540013,6.012323943661972,35417.391304347824,68299.99999999996,2010.0,2000.75,1765.0,2987.0,2.0,6.0,1411.65,12052.269999999973,1141.2,2240.05,1.6824196597353498,3.0,4.0,6.5,544500.0,1078999.9999999995,1968.5,1846.1,4.77189666036547,1.0,886.0,8084.744999999999,459.4,1350.965
131,0.0007719027402547279,55.838286375916596,0.19451949054419143,0.21767657275183327,1.6595744680851063,0.13824565147796394,0.39637205712080276,6.086711711711712,36945.19015659955,70000.0,2010.0,1998.0,1599.5,2995.0,2.0,6.0,1683.225,10401.892499999993,1145.0,2247.05,1.6422230798919337,4.0,3.5,5.5,675500.0,1250150.0,1965.0,1880.0,5.886916248552683,1.0,988.85,8931.289999999997,417.475,1153.105
133,0.0028238616307800918,55.244264031062585,0.29968231556653724,0.21673138016237203,1.640035118525022,0.27923710019220344,0.3713378044475821,6.060754532092112,39617.5898931001,75149.99999999987,2011.0,1998.0,1798.0,2995.0,2.0,6.0,2053.15,13386.087499999949,1240.7,2544.24,1.6710201200141193,4.0,4.0,6.5,675000.0,1360699.9999999995,1972.0,1820.0,4.94969996470173,1.0,1035.675,8657.822499999986,467.1,1408.8999999999999
138,0.002242152466367713,53.23408071748872,0.3560538116591928,0.23139013452914797,1.644859813084112,0.16701617735170762,0.36905829596412554,6.051032806804375,37210.33653846154,74000.0,2011.0,2000.0,1781.0,2993.0,2.0,5.0,1771.1,9853.7,1219.45,2547.135,1.7627802690582959,4.0,4.5,6.5,645000.0,1364199.9999999995,1981.0,1835.5,4.713452914798206,1.0,1038.95,11777.687499999995,483.7,1427.56
141,0.0022257551669316376,53.84864864864858,0.2890302066772655,0.2165341812400636,1.6320907617504052,0.17679464837821127,0.38600953895071544,6.014619883040936,41026.188166828324,81000.0,2011.0,1999.0,1840.0,2997.6,2.0,6.0,2247.0,11142.115,1301.9499999999998,2682.5149999999967,1.6874403815580286,4.0,4.0,6.0,715000.0,1585500.0,1965.0,1818.9,6.0556438791732905,1.0,1071.0,11246.380000000008,487.15,1498.2375
154,0.0013882461823229986,57.07311429893571,0.33688107357704766,0.1892642295233688,1.6361323155216285,0.15226888387824125,0.41323461360481256,5.83763277693475,48272.18045112782,103799.99999999996,2010.0,1995.3,1968.0,3978.099999999999,2.0,7.0,2466.575,18142.562499999996,1320.4,3305.099999999995,1.5950948634891253,4.0,4.0,6.5,835000.0,2522349.999999998,1963.0,1895.6,5.002776492364646,1.0,1392.6,18569.319999999996,548.15,2239.87
155,0.002051983584131327,54.80642954856353,0.3508891928864569,0.19630642954856362,1.771341463414634,0.13499538319482918,0.38645690834473323,6.059322033898305,41004.21052631579,79899.99999999987,2011.0,2000.0,1798.0,3189.0,2.0,6.0,1878.375,14860.192499999996,1257.5,2677.8799999999987,1.863201094391245,4.0,4.0,6.0,668000.0,1445500.0,1978.0,1797.0,4.992476060191518,1.0,913.9,7541.565,477.70000000000005,1432.0675000000008
156,0.00199203187250996,55.322211155378454,0.34163346613545814,0.19671314741035856,1.7007299270072993,0.1459090248510391,0.4043824701195219,5.584876543209877,47150.45592705167,110149.99999999997,2011.0,1996.0,1968.0,3803.5999999999995,2.0,6.0,2345.2749999999996,14909.155000000004,1311.9,3177.1,1.7868525896414342,4.0,4.0,6.5,739500.0,1900000.0,1973.0,1760.0,4.897908366533865,1.0,1185.25,9743.76499999999,548.2,1870.2749999999983
158,0.0004970178926441351,55.20477137176931,0.38966202783300197,0.17047713717693838,1.6236842105263158,0.14078790847386466,0.3802186878727634,5.831378299120234,41712.626995645864,81600.00000000003,2011.0,1998.0,1967.0,2996.0,2.0,6.0,2030.85,11879.6,1260.5,2632.439999999999,1.7887673956262427,4.0,4.0,6.5,698500.0,1634149.9999999993,1974.0,1750.0,4.681908548707754,1.0,1054.825,10773.797499999966,484.1,1551.475
161,0.0023894862604540022,58.03584229390685,0.2956989247311828,0.2174432497013142,1.61671469740634,0.1308732702681573,0.43130227001194743,5.608606557377049,52456.38945233266,117399.99999999997,2011.0,1997.7,1984.0,3800.0,2.0,6.0,2369.95,12733.4,1323.4,3400.6399999999985,1.7413381123058542,4.0,4.0,6.5,799500.0,2396949.9999999995,1961.0,1886.0,5.4420549581839905,1.0,1240.0,10081.369999999988,548.95,1984.95
177,0.0018450184501845018,53.85470479704804,0.3514760147601476,0.16236162361623616,1.7341176470588235,0.1841345337183625,0.40913284132841327,6.080890973036342,36161.06604866744,66000.0,2010.0,1998.0,1685.0,2987.0,2.0,6.0,1952.75,11770.299999999992,1190.6,2271.6099999999997,1.6051660516605166,3.0,4.5,6.0,620000.0,1236499.9999999995,1974.0,1859.95,4.697878228782288,1.0,1064.7,7385.84499999999,453.9,1254.9399999999998
191,0.0037028969723371815,52.64169026355921,0.23611413635373557,0.24199520801568286,1.5923566878980893,0.16580591570659828,0.4027445001089087,5.9212656364974245,41534.545454545456,79299.99999999996,2010.0,1997.0,1798.0,2997.0,2.0,6.0,1908.0,12936.6,1196.0,2413.18,1.7065998693095186,4.0,3.5,6.0,625000.0,1801500.0,1971.0,1888.4,5.6179481594423875,1.0,1094.4,10011.567499999997,433.9,1393.6799999999996
198,0.0025245025245025244,53.33189783189778,0.3180873180873181,0.16988416988416988,1.6492483894058698,0.19621783851510824,0.401989901989902,6.050290939318371,37439.325380501854,69500.0,2010.0,1998.0,1781.0,2993.0,2.0,6.0,1873.825,11718.15,1180.75,2302.5,1.6624591624591625,4.0,4.0,6.0,625000.0,1209350.0,1980.0,1844.45,5.034006534006534,1.0,1074.55,7688.139999999991,449.875,1278.7449999999997
199,0.002812374447569305,52.98352752109281,0.3262354359180394,0.1892326235435918,1.6482889733840305,0.13394683026584867,0.38408999598232224,6.082230623818526,37923.4360410831,72000.0,2010.0,1998.0,1796.0,2987.0,2.0,5.0,1841.9,11236.459999999992,1210.7,2389.96,1.6070711128967456,3.0,4.5,6.0,630000.0,1315999.9999999986,1991.0,1881.8,4.488951386098835,1.0,950.45,9874.159999999994,467.625,1301.6899999999994
230,0.004849762783342119,49.45819715340008,0.24623089088033737,0.222772799156563,1.639367816091954,0.17280801639717605,0.3904059040590406,6.014398422090729,34958.30070477682,64000.0,2010.0,1998.0,1598.0,2967.0,2.0,6.0,1642.675,10883.277499999986,1099.2,2077.935000000001,1.5903004744333158,3.0,3.5,6.0,575000.0,1156000.0,1955.0,1870.0,5.7951502372166575,1.0,915.25,6298.0,393.85,1100.2199999999998
243,0.008067344791301298,51.84952648193621,0.1673097158891617,0.24482637670992635,1.6214442013129102,0.10529620327965726,0.39354612416695894,5.933997509339975,37564.89493201483,73000.0,2010.0,1999.0,1781.0,2993.0,2.0,6.0,2233.6,11344.939999999991,1118.4,2312.179999999998,1.459487898982813,3.0,3.5,5.5,584500.0,1105849.9999999998,1978.0,1904.5,5.9238863556646795,1.0,935.225,5311.419999999999,377.55,1094.9
247,0.0023148148148148147,49.909143518518476,0.14525462962962962,0.26273148148148145,1.5671641791044777,0.09216491546215798,0.3894675925925926,5.900735294117647,37622.71062271062,70750.0,2010.0,1998.0,1798.0,2987.0,2.0,7.0,1837.7,10851.5,1175.25,2322.02,1.4826388888888888,3.0,3.5,5.5,530000.0,1199899.999999999,1975.0,1922.15,6.143518518518518,1.0,1050.275,7457.032499999998,377.8,937.274999999999
250,0.003940110323089046,52.61544523246653,0.219070133963751,0.13947990543735225,1.6511627906976745,0.13140726933830382,0.41922773837667454,6.291566265060241,38112.44019138756,74000.0,2010.0,2000.0,1699.0,2995.0,2.0,5.0,2076.75,12841.999999999964,1210.7,2371.4199999999996,1.2710795902285263,3.0,3.5,5.5,597000.0,1344799.9999999995,1971.0,1900.0,5.695823483057525,1.0,1032.0,6979.549999999957,414.9,1220.1199999999997
261,0.003623572291326736,48.6812739717318,0.09590811807336144,0.23578648471106778,1.5589266656502516,0.1171684518400445,0.428556292513403,6.01873151495235,39366.074313408724,77000.0,2010.0,1997.0,1796.0,2996.0,2.0,6.0,1666.6,11253.669999999996,1097.05,2298.194999999998,1.6694708736835413,3.0,3.0,5.0,590000.0,1592799.9999999984,1950.0,1856.95,7.085185734568032,1.0,989.0,7145.099999999997,365.1,963.95
296,0.0018814675446848542,53.58137347130764,0.3398400752587018,0.1839134524929445,1.6732186732186731,0.25315551321743274,0.4094543744120414,6.056094182825484,36971.84065934066,72000.0,2010.0,1999.0,1720.5,2993.0,2.0,5.0,1915.15,9828.139999999974,1189.7,2168.2099999999978,1.6093603010348072,4.0,4.0,6.5,620500.0,1329500.0,1973.0,1840.0,4.964722483537159,1.0,1034.0,7000.0,448.15,1297.55
306,0.0060959448714550755,49.717996289424946,0.31990458521070764,0.20487675589716406,1.6975242195909581,0.25656194750441996,0.3718526371587596,6.082736156351792,35803.374432186894,69000.0,2010.0,1998.0,1598.0,2976.0,2.0,6.0,1536.15,8863.6525,1174.6,2159.469999999999,1.9353299761463028,4.0,4.0,6.0,575000.0,1152200.0,1990.0,1901.8,5.214948316989133,1.0,1062.575,8593.009999999997,455.15,1228.1
329,0.007249378624689312,52.169635459817755,0.322079536039768,0.20774647887323944,1.704684317718941,0.3114637765305464,0.3751035625517813,5.8835,33731.11332007952,63000.0,2009.0,1998.0,1598.0,2792.0,2.0,5.0,1534.65,8777.905000000002,1101.5,2068.459999999999,1.956503728251864,4.0,4.0,6.5,597000.0,1392799.9999999993,1973.0,1911.3,5.254763877381938,1.0,1040.0,9782.45,430.70000000000005,1439.125
351,0.005964214711729622,48.82974616071692,0.13305673207134008,0.2590831820670182,1.561875,0.26072944446531193,0.41138675195205576,5.975397539753976,35910.05917159763,69000.0,2009.0,1996.0,1598.0,2993.0,2.0,7.0,1548.25,9540.477499999994,1038.1,2059.02,1.85319964272337,4.0,3.0,5.5,570000.0,1468000.0,1950.0,1892.0,7.160832108796496,1.0,962.075,6204.4249999999965,373.35,998.4
355,0.00564838785596611,52.24131168117992,0.2538636541931435,0.2534714050364792,1.6411428571428572,0.3113732962040158,0.375225543265082,6.284827213822894,35464.879356568366,66000.0,2010.0,1998.0,1598.0,2976.0,2.0,6.0,1554.4250000000002,9392.597499999978,1103.8,2115.08,1.8655369890954734,4.0,3.5,6.0,585500.0,1127000.0,1969.0,1905.0,5.805130618969169,1.0,990.9,8916.299999999981,424.6,1208.9
356,0.0011922503725782414,56.93591654247393,0.3359165424739195,0.25245901639344265,1.689763779527559,0.2573444810922758,0.3555886736214605,6.003741814780168,42788.1591119334,85000.0,2010.0,1998.0,1821.0,3387.6499999999996,2.0,6.0,1938.15,10216.499999999998,1231.85,2897.8450000000007,1.8900149031296571,4.0,4.0,6.5,711000.0,1793599.9999999995,1968.0,1907.0,5.120417287630403,1.0,1200.0,12865.159999999998,515.425,1760.7799999999972
361,0.005356407086938607,51.21631644004947,0.23650597445405852,0.2554594149155336,1.7221006564551422,0.2371275036638984,0.357643180881747,6.108538350217077,36037.410071942446,71299.99999999996,2010.0,1996.0,1598.0,2987.0,2.0,6.0,1882.0,10022.352499999994,1127.4,2253.2999999999993,1.7140502678203544,4.0,3.5,6.0,608000.0,1071000.0,1969.0,1910.6,5.763081994231562,1.0,999.0,8688.26,421.75,1189.87
362,0.0068939103791650705,53.03600153197999,0.25813864419762544,0.2642665645346611,1.703781512605042,0.22927643133122586,0.36652623515894295,6.26392572944297,37926.023778071336,76000.0,2010.0,1997.0,1794.0,2995.0,2.0,7.0,1794.625,9589.7725,1171.1,2235.6499999999996,1.785905783224818,4.0,3.5,5.5,580000.0,1153600.0000000005,1977.0,1921.0,5.461126005361931,1.0,1023.85,8037.714999999991,421.8,1192.9150000000006
363,0.006870229007633588,51.856488549618234,0.16615776081424935,0.2875318066157761,1.6008230452674896,0.22946225258363986,0.3842239185750636,6.100713012477718,35509.28381962865,65000.0,2010.0,1998.0,1699.0,2987.0,2.0,6.0,1618.0,8696.725,1102.3,2158.15,1.7989821882951653,3.0,3.5,5.5,560000.0,955299.9999999999,1977.0,1915.25,6.230534351145038,1.0,880.3,6246.324999999998,382.5,931.875
371,0.005333333333333333,51.58933333333334,0.19125333333333333,0.28,1.6393738711619505,0.17215733803437638,0.4241066666666667,6.121046466224131,35414.24699961286,69000.0,2009.0,1998.0,1598.0,2985.399999999998,2.0,6.0,1693.7,8793.569999999998,1102.8,2187.579999999999,1.6993066666666667,3.0,3.5,5.5,622000.0,1300000.0,1955.5,1890.0,6.457173333333333,1.0,1040.0,9110.207499999995,373.2,1016.5249999999985
404,0.004096122337520481,50.81867831785917,0.2359366466411797,0.2804478427089022,1.7387944358578054,0.22473151273396746,0.3571818678317859,6.02434456928839,33153.06122448979,61000.0,2009.0,1998.0,1598.0,2967.0,2.0,6.0,1401.0,8530.95,1073.6,2068.27,1.8263244128891316,4.0,3.5,6.0,564000.0,1185799.9999999993,1968.0,1900.0,5.652102676133261,1.0,996.875,8544.4125,391.275,1208.675
546,0.0035971223021582736,51.372501998401276,0.33253397282174263,0.21023181454836132,1.6809701492537314,0.24718435091879076,0.3425259792166267,6.105960264900662,34566.70341786108,63000.0,2010.0,1999.0,1598.0,2967.0,2.0,6.0,1653.2,9496.134999999995,1172.55,2230.8449999999984,1.6694644284572342,4.0,4.0,6.0,568500.0,1000000.0,1980.0,1913.9,4.800559552358114,1.0,990.2,8268.025000000005,468.15,1223.1499999999996
578,0.001323918799646955,51.74095322153585,0.3744483671668138,0.24029126213592233,1.6179624664879357,0.7988718491098185,0.3614298323036187,6.093109869646183,36141.377209018894,69000.0,2010.0,1999.0,1794.0,2980.199999999999,2.0,6.0,1737.4,9633.875,1250.5500000000002,2288.94,1.9611650485436893,4.0,3.5,5.5,620000.0,1233999.9999999998,1972.0,1895.25,5.620917917034422,1.0,1068.8,10524.819999999998,462.2,1309.275
616,0.002819548872180451,53.57487468671684,0.40883458646616544,0.21522556390977443,1.6923076923076923,0.2575024201355276,0.35275689223057644,6.157399486740804,35128.51063829787,65299.999999999956,2010.0,1999.0,1598.0,2969.25,2.0,6.0,1612.45,8546.49999999999,1135.95,2191.925,1.8906641604010026,4.0,4.0,6.0,576000.0,1009000.0,1976.0,1905.0,4.776002506265664,1.0,947.15,7689.014999999975,480.7,1249.1999999999998
700,0.007142857142857143,50.355612244897884,0.3663265306122449,0.1989795918367347,1.6755555555555555,0.25837068283680464,0.3903061224489796,6.052197802197802,32540.983606557376,57449.999999999935,2011.0,2000.0,1597.0,2457.0,2.0,6.0,3056.825,12021.054999999997,1282.0,2438.4,1.6693877551020408,3.0,4.0,5.5,520000.0,957000.0,1984.5,1913.5,4.977551020408163,1.0,1162.225,9507.925,438.0,1201.4499999999998
723,0.002242152466367713,56.67488789237677,0.4170403587443946,0.11659192825112108,1.728395061728395,0.12076902247495261,0.4260089686098655,6.2625,33950.31055900621,57000.0,2011.0,2000.0,1598.0,2656.0,2.0,6.799999999999997,2235.2250000000004,10941.984999999997,1243.3,2149.8,1.5493273542600896,4.0,4.0,6.5,665000.0,1682700.0,1978.0,1900.0,4.504484304932736,1.0,1324.4,17636.82249999996,476.65,1376.8699999999997
768,0.004206879485275922,53.251917842118246,0.40113833209601585,0.19995050730017322,1.6818181818181819,0.31786360418469284,0.3518930957683742,6.145365168539326,35131.487889273354,69000.0,2010.0,1998.0,1599.0,2967.0,2.0,6.0,2459.7250000000004,12080.229999999983,1137.1999999999998,2038.2,1.7010640930462757,4.0,4.0,6.0,600000.0,1178199.9999999995,1974.0,1910.1,4.5149715416976,1.0,1231.525,10034.147499999995,482.4,1330.0375000000001
861,0.002593192868719611,51.694003241491146,0.3063209076175041,0.2320907617504052,1.708695652173913,0.26747008843419456,0.3500810372771475,6.012383900928793,35028.57142857143,66299.99999999996,2010.0,1998.0,1598.0,2967.0,2.0,6.850000000000023,1933.45,9839.409999999996,1150.75,2270.0299999999997,1.8525121555915722,4.0,4.0,5.5,587000.0,1013599.9999999999,1990.0,1905.4,4.941004862236629,1.0,1000.0,8208.534999999996,481.85,1304.129999999999
939,0.003522080736927662,51.48442156597139,0.3470604172311027,0.18829585478190192,1.6883289124668435,0.23385921561173414,0.36521267949065295,6.016974169741697,34441.43484626647,64750.0,2010.0,1999.0,1598.0,2521.0,2.0,6.0,1752.3,9545.719999999996,1039.7,1992.3999999999994,1.8127878623679219,4.0,4.0,6.0,564000.0,1001799.9999999998,1977.0,1903.0,4.941208344622054,1.0,1046.0,7600.275,459.65,1221.4899999999996
942,0.007028546712802768,51.46193771626304,0.2849264705882353,0.20144896193771628,1.6599874765184721,0.21226588321704004,0.37759515570934254,6.049626104690686,34570.94708459724,65000.0,2010.0,1998.5,1598.0,2967.0,2.0,6.0,2233.0,10748.109999999999,1065.5,2058.8500000000004,1.7972534602076125,3.0,3.5,5.5,576000.0,1127000.0,1970.0,1908.2,5.725237889273356,1.0,1045.0,6700.93,419.1,1127.4250000000002
1024,0.0033812341504649195,50.69258946182026,0.22428853198083967,0.18850380388841928,1.69625520110957,0.11740770146883683,0.4020850943927867,5.907571288102262,33904.06976744186,61000.0,2010.0,1999.55,1598.0,2498.8999999999996,2.0,6.0,1489.4250000000002,8334.5825,1057.1,1987.4749999999995,1.6460974922513385,3.0,3.5,5.5,510000.0,835199.9999999998,1985.0,1930.0,6.060862214708369,1.0,970.0,6767.94,389.1,1006.1974999999996
1054,0.0017064846416382253,50.52047781569968,0.22070534698521047,0.20477815699658702,1.6036745406824147,0.13205137835198677,0.3845278725824801,6.116760828625235,34625.69832402235,64000.0,2011.0,2000.0,1598.0,2970.0,2.0,6.0,2093.7250000000004,12837.754999999997,1098.4,2047.91,1.7531285551763367,3.0,4.0,6.0,524000.0,1004699.9999999984,1980.0,1948.7,5.60523321956769,1.0,1081.3,8226.454999999984,413.95,1119.9899999999998
1058,0.002653927813163482,51.91082802547771,0.164897381457891,0.16967445152158528,1.6143497757847534,0.4070872947277442,0.4051663128096249,5.988871224165342,35863.63636363636,67000.0,2010.0,1999.0,1598.0,2987.0,2.0,6.0,1450.0,10158.75,1054.0,2098.0099999999998,1.8007784854918614,3.0,3.5,5.5,605500.0,1465349.9999999993,1972.0,1900.0,6.6222576079263975,1.0,1048.3,8442.375,402.95000000000005,1125.4525
1059,0.006408544726301735,52.80053404539376,0.2170894526034713,0.15433911882510012,1.6567967698519515,0.1381409074142383,0.3919893190921228,6.16542750929368,34180.98720292505,61349.99999999991,2010.0,2000.0,1598.0,2504.8999999999987,2.0,6.0,1724.65,12003.775,1092.15,2003.925,1.67022696929239,3.0,3.5,5.5,520000.0,965000.0,1980.0,1905.25,5.914018691588785,1.0,1000.0,7183.269999999994,410.15,1109.6499999999999
1061,0.004023833475199257,49.82573705795858,0.13634604967886713,0.19260233691867212,1.595152140278494,0.1583856260417688,0.4296216048905053,5.856925418569254,35762.667660208645,69000.0,2010.0,1999.0,1598.0,2987.0,2.0,6.0,1553.0,10858.519999999993,1030.6,2040.36,1.7884392169001007,3.0,3.5,5.5,581500.0,1466000.0,1969.0,1900.0,7.110191132090072,1.0,1000.0,8019.734999999999,385.5,1023.9200000000001
1103,0.0007855459544383347,48.872741555381026,0.26747839748625296,0.2439120188531029,1.6321428571428571,0.2646294563974639,0.3448546739984289,5.952325581395349,33685.41905855339,58000.0,2011.0,1999.0,1596.0,2521.0,2.0,5.0,1615.875,8532.029999999995,1105.0,2050.594999999999,1.6802827965435978,3.0,4.0,6.0,584000.0,1163500.0,1983.0,1923.0,5.843283582089552,1.0,1098.075,9131.532500000001,446.1,1169.0900000000001
1201,0.0010190217391304348,53.97826086956525,0.3685461956521739,0.25509510869565216,1.7658045977011494,0.31961784822494843,0.33186141304347827,6.289676425269645,33979.48328267477,62000.0,2010.0,2000.0,1598.0,2934.0999999999985,2.0,6.0,1569.575,8585.155,1103.8,1988.575,1.2680027173913044,3.0,4.5,6.5,630000.0,1222199.999999999,1977.0,1900.0,5.147758152173913,1.0,1000.0,6439.812500000003,451.6,1815.4
1301,0.0018115942028985507,53.02657004830917,0.4042874396135266,0.19353864734299517,1.7084468664850136,0.2156109628279409,0.3641304347826087,6.083697234352257,38194.82386772106,73000.0,2010.0,1998.0,1799.0,2994.6,2.0,6.0,1966.95,12343.409999999976,1182.9,2258.2,1.5015096618357489,3.0,4.5,6.5,720000.0,1325150.0,1986.0,1923.0,4.54981884057971,1.0,1069.75,6880.0,508.2,2081.5
