trpt1,trpt2,trpt3,trpt4,trpt5,trpt6,trpt7,trpt8,trpt9,trpt10,trpt11,pop1,pop2,pop3,pop4,pop5,pop6,pop7,pop8,pop9,pop10,pop11,pop12,pop13,pop14,pop15,pop16,pop17,pop18,pop19,pop20,pop21,pop22,pop23,pop24,pop25,pop26,pop27,pop28,pop29,trv1,trv2,trv3,trv4,trv5,trv6,trv7,trv8,trv9,trv10,trv11,esp1,esp2,esp3,esp4,esp5,esp6,esp7,esp8,log1,log2,log3,log4,log5,log6,log7,log8,log9,log10,log11,log12,log13,log14,log15,log16,log17,log18,fin1,fin2,fin3,fin4,fin5,fin6,fin7,fin8,fin9,egmt1,egmt2,egmt3,egmt4,BFS
13967,10910,1113,324,55,230,1141,518.6347,10074.0171,3890.903624,3869.716909,21036,17.04700162,10664,10372,10388,7751,3658,6952,6622,2595,1209,26.94858,28.02416,54.97274,46.5896,4493,9.507511,3.898079,103.7269,93.74406,9.982886,2.01,21.35862,2297,1103,584,380,119,3.54901,343.5833,147.5,2643,2087,435,111,10,37,3092,30364,2.958045,1234,326,68,77,137,399,141,77,79,2.023799,47.85,2,0.55,1.8,3820,2047,1050,440,283,11513,248,1759,1190,318,153,152,664513.718,231023.7306,36635.61671,13260.16703,170980.7006,36490.30509,21671.31863,153075.3168,72145.60105,9822,1993,401,937,4001
11081,8922,391,73,16,38,1554,476.0431,8406.800437,3798.733012,3724.737001,18742,24.12097812,9451,9291,7983,8390,3719,5310,6211,2512,990,32.28018,30.39667,62.67685,39.41083,6676,7.950059,2.774517,88.51777,82.59524,5.922527,2.16,35.62053,4664,885,573,169,334,3.106692,394.6667,172,1048,930,100,13,5,14,720,7706,3.936226,777,208,36,37,77,241,163,14,4,0.85674,41.72,2.2,0.64,0.2,2250,929,1047,193,81,9221,121,672,901,343,149,64,139577.6889,79318.20026,37394.0898,12050.09305,121366.1622,15513.44951,5184.87797,132758.4159,81456.8907,1947,1947,437,1100,131
7382,5716,590,60,55,84,815,561.2726,4177.282833,1518.951616,2095.11439,10184,13.76216216,5217,4967,3874,4835,1938,2298,3717,1653,578,32.21945,37.09061,69.31006,34.96673,2464,7.364493,0.883739,71.1901,69.91359,1.276512,2.24,24.19482,1583,464,225,64,113,1.317212,188.0833,88.66667,621,523,78,17,3,81,2548,2893,3.730497,740,134,21,48,62,121,348,5,24,0.989899,45.94,2.2,0.57,0.1,2120,1513,427,135,45,4950,121,1072,662,157,80,28,58468.61335,30567.65967,8515.87827,11854.81416,44828.62296,7471.43556,5688.6889,44084.50934,26033.32006,1618,1618,271,964,2761
7746,6088,394,124,111,181,761,511.5966,5288.467593,1968.095881,2590.505037,11900,11.23701605,5950,5950,5124,5191,2414,3333,4069,1533,551,32.61281,28.15455,60.76736,35.9426,3314,7.310924,4.453782,95.96639,84.53782,11.42857,2.29,27.84874,1825,982,213,170,114,3.442091,297.9167,112.3333,951,813,118,19,1,52,1198,5101,4.660264,1059,166,19,69,69,297,423,3,83,1.22907,44.27,2.3,0.61,0.9,1916,1081,509,236,90,5614,64,727,767,265,69,24,132127.533,49763.9239,15277.56142,16116.2913,100116.3659,23496.12834,1904.26783,97258.78071,37741.3866,1145,1145,218,634,2
6399,5064,450,74,98,50,550,508.3827,3672.713852,1201.705917,1954.496393,9961,6.07007922,5059,4902,4387,4180,2189,2731,3327,1206,508,36.13404,28.29317,64.4272,42.12272,4022,7.027407,6.123883,78.50617,82.12027,-3.61409,2.29,40.37747,2424,1023,171,311,81,8.278012,294.5833,108.5,819,682,123,13,1,262,1379,4427,5.990914,1641,108,56,109,147,613,560,47,1,1.124285,38.2,2.3,0.69,0.1,1279,704,333,170,72,4892,219,621,296,78,42,23,97841.4025,71039.08867,8524.3594,8288.32506,38922.29776,1944.34885,1914.69312,43537.08753,20379.09681,2303,1355,249,723,5401
11852,9165,719,65,66,50,1703,442.8606,9136.098106,4203.255837,2817.806563,20695,23.27896513,10694,10001,8410,9117,3739,5149,7109,3219,1479,30.50253,38.32599,68.82852,45.94595,5417,8.939357,2.705968,75.86374,67.74583,8.117903,2.07,26.1754,3791,633,596,168,205,3.850665,341.5,156.75,1202,1031,137,29,5,49,2357,8183,3.125917,889,184,64,64,71,242,261,2,125,0.887141,44.41,2.1,0.58,0.2,3446,2006,1180,197,63,10934,85,1217,1432,518,137,57,138990.3918,58451.01566,12609.06464,23857.17007,108535.6431,27338.8675,2150.35525,91639.24799,66869.29908,1851,1851,419,958,2762
7268,5477,453,88,95,233,819,594.6151,4295.195834,397.2753805,2370.623139,9211,9.021547502,4681,4530,4111,4007,1775,2515,3067,1278,576,31.79864,33.2139,65.01254,45.07042,1349,10.96515,-1.51992,65.57377,63.72815,1.845619,2.24,14.64553,809,291,110,100,29,1.358253,55.5,21.83333,816,671,121,22,2,113,1871,4920,1.163984,1021,130,16,34,70,402,349,12,76,0.858464,47.13,2.2,0.56,0.1,1664,735,623,193,113,4543,47,639,548,328,90,12,38140.86623,21046.0152,2508.99716,8617.73608,39066.72226,7278.2022,2162.94027,35988.68558,20792.29406,1936,1053,184,502,1201
9161,6560,689,109,437,133,1056,573.5268,5117.916593,541.2797527,3359.654694,11438,2.898631526,5719,5719,4909,4998,2383,3038,3934,1552,531,34.17958,29.87665,64.05622,34.21392,3044,7.431369,1.748557,78.33537,73.00227,5.3331,2.29,26.61304,1629,1238,121,23,33,2.403592,165.8333,71.25,963,817,123,21,2,346,2695,4140,2.651573,3946,270,25,95,147,833,2401,52,98,2.686367,48.48,2.3,0.55,0.2,3294,2140,465,495,194,5956,147,1733,985,319,89,21,62418.83578,25803.71198,7413.08028,8253.28957,70770.00465,16058.98806,1986.41436,70182.2048,32325.9444,1304,1304,218,696,3251
10238,7927,664,49,342,96,1065,593.9607,5931.238258,893.3025324,4081.095147,13346,7.016824395,6679,6667,5748,5786,2758,3939,4457,1555,637,32.84898,26.10767,58.95665,40.96463,4194,6.593736,4.870373,73.72996,61.29177,12.43818,2.36,31.42515,2148,1764,174,60,44,2.28018,217.9167,94.33333,946,823,110,12,1,237,1887,3627,3.103433,1902,218,25,58,88,246,1256,5,189,2.949992,47.97,2.4,0.59,0.3,2565,1387,650,335,193,6339,120,1214,861,266,73,31,125727.8432,92064.00827,9484.49459,21697.86041,65958.62255,8342.84464,3142.92073,68164.34022,37341.79635,1487,1487,282,764,4461
8972,6380,556,99,589,179,1089,1095.279,2822.579249,301.8161193,1604.094467,5825,3.450829384,2830,2995,2607,2507,1097,1611,1958,841,318,30.7369,32.47408,63.21098,37.81213,1142,21.97425,6.695279,71.24464,85.66524,-14.4206,2.3,19.60515,589,347,97,88,16,1.769151,58.08333,23.75,775,675,88,12,0,175,1668,2990,1.733427,1688,127,7,20,41,364,1112,11,79,1.986982,47.91,2.3,0.55,0.9,1542,730,385,376,51,2919,68,800,502,132,38,2,5531.524,3811.949,2003.153,560.671,5341.478,361.153,741.741,6299.534,4323.694,623,471,76,264,3101
10057,8097,477,64,67,60,1151,564.6444,6051.579291,993.0374584,3999.128031,14340,23.9,7181,7159,5973,6019,2753,3670,5077,2017,823,31.47365,32.46827,63.94192,40.80317,4596,10.73919,-1.46444,72.17573,65.20223,6.973501,2.12,32.05021,2862,1200,230,237,66,4.317959,261.6667,95.75,841,725,96,19,1,37,2054,3900,3.560131,600,186,32,79,71,26,191,7,123,2.039491,45.85,2.1,0.56,0.1,2371,1152,805,233,181,7698,85,904,758,441,138,45,148593.557,50612.28721,13305.97975,17891.75636,84810.8373,16191.88697,6062.36413,79531.80623,44756.01085,2156,1568,252,739,4401
5905,4730,397,39,11,40,627,509.3141,3658.74917,1621.449895,1384.669608,9287,13.4011544,5013,4274,3699,4131,1823,1733,3360,1632,739,35.79423,46.55409,82.34832,45.28186,1933,10.014,-2.58426,68.80586,58.25347,10.55239,2.16,20.81404,1455,220,94,44,114,2.201019,110.75,49.16667,674,585,70,14,5,30,1512,4630,2.61822,693,161,15,41,47,363,65,3,39,0.478157,48.96,2.2,0.55,0.7,1934,1221,525,128,60,4601,62,811,749,248,39,25,92923.33516,63897.98971,6592.62615,14400.0732,45490.25845,3145.0086,3164.36385,46118.62557,33864.55806,876,876,168,449,2763
2527,1746,173,42,192,84,254,542.4045,1816.306729,223.4477879,515.5424732,3219,0.20795917,1513,1706,1406,1378,460,820,1237,521,181,22.36266,34.12737,56.49003,34.74088,784,11.80491,-4.97049,125.8155,110.2827,15.53277,1.9,24.35539,638,28,43,69,5,0.74883,62.66667,27.08333,493,422,63,8,0,116,326,2463,2.999902,15479,141,29,30,128,4415,7130,207,30,3.328133,41.94,2,0.6,0.8,2062,1016,587,160,299,5769,267,831,559,224,105,76,127440.0929,50147.78892,5149.6765,14267.70177,34235.46797,9960.18175,1909.37991,33180.92518,17518.5571,198,198,30,105,3921
8275,6248,385,76,319,92,1081,532.4244,5155.069746,1246.015636,3189.908245,11735,2.792717753,5793,5942,5123,5337,2401,3275,4182,1325,552,32.19793,25.17098,57.36892,41.66038,3168,6.050277,2.982531,57.09416,46.6127,10.48147,2.4,26.99617,1445,1423,172,93,33,1.517634,136.3333,64.16667,777,699,66,11,1,289,1197,2489,2.208562,4202,172,28,42,167,1869,1709,32,90,1.780049,41.77,2.4,0.6,0.3,2123,976,728,256,163,5674,155,777,712,304,126,49,34637.53409,19593.52409,10692.12952,4934.13568,31089.47002,1034.2195,455.39495,35942.33269,18008.655,2440,1178,238,623,1362
18440,14669,1245,118,246,237,1720,607.9407,11189.09386,3520.405572,5326.525704,24129,9.709859155,11982,12147,10600,10781,4858,6629,8699,2952,991,31.69363,25.72416,57.4178,33.57046,7060,5.387708,6.382361,92.17125,75.22069,16.95056,2.28,29.2594,4548,1534,497,206,231,1.774118,311.9167,118.5,3530,3105,355,64,6,314,4139,18873,2.344061,2485,256,27,114,149,615,1298,16,117,0.124091,44.32,2.3,0.62,1.7,2674,912,1267,341,154,11282,68,711,982,632,201,80,172493.9028,125289.4877,23301.1765,15789.41878,128035.1241,8281.43483,6768.54029,123903.0429,86395.9204,8431,4653,1114,2107,1701
12626,10112,748,85,59,148,1250,526.0639,10076.02477,4557.460848,3788.496368,19222,14.59529233,9462,9760,9473,7461,3419,6399,6371,2229,804,26.77369,23.75098,50.52467,36.06999,5238,5.774633,5.878681,103.8914,99.26126,4.630111,2.08,27.25003,3573,738,498,171,239,2.051336,358.4167,151.9167,2360,1916,345,87,12,67,8675,20957,3.064063,1317,221,42,65,116,737,114,22,132,0.629784,47.95,2.1,0.57,1.6,3182,1674,867,426,215,10321,103,963,1292,510,213,101,686029.0105,181042.5267,38957.24146,11468.74837,159721.3752,23267.7183,12224.33775,165127.4694,87075.57665,7297,2126,375,970,4021
74735,57043,6637,1239,96,645,8298,333.5516,73428.86575,38273.37438,13052.81703,171017,71.70524109,88152,82865,82622,62126,28313,52593,57131,21602,11378,25.80384,30.05723,55.86107,52.67105,63434,10.32061,0.923885,73.44884,68.22129,5.22755,1.93,37.09222,38907,13686,5256,2187,3163,6.688011,3625.333,1480.833,16321,13878,1869,493,81,56,36333,148836,4.074549,2385,972,212,310,573,87,92,143,729,0.471823,40.41,1.9,0.64,1.1,19088,6305,7162,4863,758,98342,144,2139,5781,3583,4092,3349,10514932.65,4150684.43,707630.2991,540739.4286,4954037.042,597099.5371,330920.3995,5118423.842,2794088.024,26664,15760,3246,8133,2701
7895,6236,400,84,66,137,820,536.8457,5805.473741,2159.739111,3237.190133,11616,12.86378738,5808,5808,4987,5268,2490,3115,4264,1364,383,33.74441,23.67529,57.4197,28.07918,2816,4.734848,5.423554,77.47934,78.68457,-1.20523,2.35,24.24242,1723,654,231,104,95,1.994819,230.5,104.9167,619,525,83,10,1,43,851,3419,3.287427,903,140,24,36,76,278,338,2,64,1.141862,43.99,2.4,0.62,0.1,1782,1051,562,104,65,5167,166,571,742,246,32,25,98291.4961,41850.6961,8813.41548,10329.29283,71011.91509,19776.29228,1543.86061,59128.87196,37206.163,1240,1240,236,677,52
34248,26026,2159,223,351,471,4775,606.6525,6889.880824,1064.706364,4097.380633,42901,2.612410181,22158,20743,18280,18555,8413,10504,15352,6113,2519,32.5379,33.3849,65.9228,41.20726,11030,7.412415,1.724902,72.84212,65.21992,7.6222,2.08,25.71036,8943,1196,332,193,346,3.711554,830.9167,362.5,3470,2975,420,71,4,382,3465,20533,4.080935,16422,827,96,173,455,11341,1938,254,377,1.435723,44.84,2.1,0.6,0.9,11254,7566,2882,634,172,24169,1957,5965,2249,582,315,186,147002.2731,67373.88576,18045.3569,48782.04498,84664.84523,15028.19848,10843.90445,78673.92708,48546.64501,3065,2962,587,1579,5002
7829,6000,423,70,207,28,982,520.2011,5973.132106,2059.32823,3074.96213,11534,4.958727429,5902,5632,4798,5163,2269,2793,4188,1700,584,32.50251,32.71738,65.21988,34.35294,1556,8.756719,1.907404,67.19265,70.74736,-3.55471,2.19,13.49055,841,347,220,100,33,4.095947,146.75,70.58333,742,620,112,10,0,303,1231,3699,2.057714,2326,169,15,33,115,605,1338,50,8,0.850833,47.78,2.2,0.58,0,1984,961,658,270,95,5524,56,813,817,269,23,6,55943.71177,41437.99612,11718.97922,18234.60765,52232.1491,4549.5078,1364.76443,52433.04979,26515.46385,1185,1185,248,558,861
80167,51063,10966,629,227,1458,13773,383.6006,67535.12721,37191.08851,12717.33913,133115,25.78748547,68948,64167,71017,43844,21653,45867,42442,15355,7798,24.51958,26.21817,50.73775,50.78476,34226,9.615746,2.802088,88.78789,76.97855,11.80934,2.03,25.7116,19506,5350,4703,2856,1668,5.124132,2523.75,1087.75,14344,11546,2156,536,106,309,15187,169395,3.303622,5162,1120,312,239,653,1735,980,106,216,0.562308,38.85,2.1,0.67,2.9,14760,3987,7252,2221,1300,78249,420,2699,4486,3522,2269,1364,3969553.302,2827736.862,69336.659,197296.85,1126640.409,154657.365,120330.935,1110975.595,485638.767,33578,11999,2543,6011,351
26724,21117,1447,186,29,211,3405,387.781,21463.412,8742.534524,8070.301284,54456,25.69891458,27851,26605,25172,19973,10452,15963,17917,6699,3425,30.85006,29.88194,60.732,51.12703,18064,10.19171,1.59762,71.83781,67.85295,3.984869,2.03,33.17173,9506,3444,1521,2869,667,11.79957,1563.75,664.9167,4268,3579,560,115,14,47,9345,30047,5.843689,2119,464,88,145,268,962,167,12,187,2.069011,40.36,2,0.63,0.7,6782,1911,3333,1000,538,30401,136,1384,2536,1488,772,466,1053659.335,580103.136,67877.903,128801.339,446356.0161,82130.16306,32568.81871,408209.5232,128877.796,10926,6224,1194,3159,371
8388,6738,384,26,28,25,1143,437.7883,6537.539417,3087.164944,2266.424954,15391,34.50896861,8005,7386,6297,6879,2820,3575,5327,2490,1179,31.67827,41.21546,72.89373,47.3494,3830,9.745955,0.64973,91.87187,75.4337,16.43818,2.11,24.88467,2439,440,497,190,238,3.597646,206.9167,100.6667,962,859,88,13,2,18,539,5660,2.695757,446,239,32,7,42,32,94,0,26,0.356397,49.25,2.1,0.55,0.1,2810,1734,831,204,41,8137,123,1125,971,366,126,99,88231.97146,77946.84671,25909.70886,15503.90183,71248.96105,3396.4919,4947.40698,78096.65402,57143.04664,1392,1392,245,673,2765
5623,4219,320,98,2,77,854,402.9993,4199.67728,1927.398819,1420.239813,10469,41.54365079,5349,5120,4275,4431,1681,2762,3467,1657,902,26.98668,41.08204,68.06871,54.43573,3030,10.60273,0.477601,81.09657,68.48792,12.60865,1.99,28.94259,1838,635,332,97,128,3.524527,223.6667,88.16667,547,460,76,10,1,9,1539,2627,4.364119,252,67,39,64,35,4,0,49,23,0.405572,38.83,2,0.61,0.5,1095,395,533,127,40,5671,17,190,443,297,83,65,64021.66758,32419.48734,3822.64466,15857.46889,42049.40239,3892.38603,2730.88483,42672.61866,22991.02129,777,777,146,436,2766
9361,6733,545,121,177,164,1512,511.7039,5608.861796,1320.414546,2626.999869,13158,3.492965224,6888,6270,5747,5671,2350,3514,4709,1879,706,28.57838,31.43622,60.01459,37.57318,2224,8.435933,0.835993,74.4034,70.83143,3.571971,2.25,16.90226,1312,446,350,88,28,2.192848,105.5,39.58333,1139,941,167,28,3,96,1446,8002,1.546345,3767,165,33,101,141,1825,455,77,38,0.7801,44.85,2.3,0.58,0.2,1878,769,814,151,144,6794,43,897,392,234,147,165,57078.7803,47269.5283,10627.173,12462.502,51708.00086,13587.30561,5039.19881,50270.71197,34568.40527,3764,1460,240,635,6002
6787,5487,457,70,23,66,623,489.7358,4957.632371,1884.226789,2194.116387,11204,17.6163522,5598,5606,4834,4834,2084,3127,3756,1613,624,30.2775,32.50036,62.77786,38.68568,3210,9.817922,1.338808,80.77472,80.41771,0.357015,2.22,28.65048,1549,1099,356,70,116,2.705357,198.5,85.33333,966,800,131,34,1,19,1335,6894,3.371083,636,157,17,47,102,175,90,42,27,1.230661,47.26,2.2,0.57,0.4,2135,1314,549,172,100,5688,143,1020,622,181,78,91,275531.5086,114169.8705,15606.4664,6006.8896,56206.60297,6999.28062,2456.57117,59170.36021,33689.8297,4567,1374,231,619,4095
8719,6970,503,69,129,116,841,556.2206,5876.850506,962.6932175,3800.618592,12531,7.856426332,6207,6324,5425,5435,2439,3944,4076,1549,523,30.41147,25.83541,56.24688,33.76372,4781,8.538824,5.027532,80.36071,74.53515,5.825553,2.3,38.15338,2804,1490,297,91,97,2.078299,205.8333,95.75,973,804,146,22,1,101,1695,5769,3.00619,1595,180,30,79,137,463,597,78,104,1.85396,42.21,2.3,0.6,0.7,2268,1427,508,187,146,6149,137,1130,618,232,110,41,87178.54822,25427.79071,5533.07739,12716.12922,71356.84224,16138.18206,2893.68539,58822.35881,31345.64584,3940,1266,265,659,4003
15052,12497,893,99,75,188,1174,554.855,8665.731855,794.7149175,6459.521356,22523,9.439647946,11340,11183,10687,8744,4917,7377,7010,2318,901,34.17669,22.37437,56.55105,38.86972,8773,6.748657,6.082671,107.4901,88.66492,18.8252,2.29,38.95129,6324,1399,538,330,174,3.351371,453.1667,183.0833,1491,1199,244,45,3,70,4650,9691,4.062374,2386,252,22,106,137,750,1101,13,320,0.931064,40.57,2.3,0.66,0.5,2867,1432,1018,233,184,10633,118,1301,716,342,297,93,150570.8402,68867.93268,2895.58069,21222.34944,100732.7508,15844.31875,7264.10606,105424.9268,71650.87813,5967,3641,503,1323,2125
9352,7163,797,71,84,132,931,439.5827,7153.575092,2570.659524,2853.606548,16295,10.47236504,8381,7914,7172,6779,2967,4654,5434,2194,1046,29.41118,32.11737,61.52855,47.67548,2483,9.757594,-0.30684,72.72169,68.73274,3.988954,2.09,15.2378,1212,760,246,196,64,5.773971,322.0833,142,1292,1058,180,50,4,33,3859,9381,3.790037,1556,221,35,111,125,636,390,37,106,1.242808,44.34,2.1,0.58,0.2,2968,1499,959,279,231,8690,104,1258,1020,417,108,61,172995.9081,69748.11268,10646.58299,31128.30167,117118.1497,30257.40821,7446.2315,93325.62121,39188.4682,4536,1731,300,872,404
6197,4835,492,123,6,38,662,584.7847,3624.804551,1004.305715,2301.044916,8268,17.18918919,4079,4189,3666,3613,1790,2404,2878,943,253,33.88868,22.64294,56.53162,26.82927,3039,5.200774,5.926463,93.85583,94.70247,-0.84664,2.42,36.75617,2353,293,103,135,145,3.810567,211.6667,99.83333,604,475,101,26,2,5,2059,4472,4.614291,481,85,17,61,68,81,161,5,1,1.269505,35.62,2.4,0.69,0.5,969,582,272,71,44,3781,37,471,337,77,37,10,47608.10564,39311.59492,20729.92025,12765.19356,45188.6738,9028.4272,2909.44771,38779.49951,24752.14552,1226,931,181,489,5624
12241,10072,461,101,141,102,1240,513.5893,9272.874151,3453.401068,4514.408237,19611,12.18831572,9909,9702,8559,8583,3983,5949,6393,2463,823,32.27192,26.62453,58.89645,33.41454,5283,5.660089,5.915048,80.61802,75.7738,4.84422,2.27,26.93896,3183,1471,329,150,141,2.366833,357.8333,157.8333,1254,1055,170,26,3,98,2237,8131,3.148378,1609,225,29,81,147,626,493,3,21,1.927867,44.17,2.3,0.62,0.3,2291,993,947,225,126,9233,71,715,828,458,181,38,215507.4915,98079.6315,18460.6293,29172.06181,174818.105,36847.14142,9560.14285,158610.9471,69433.77432,4673,2746,376,1096,53
20250,13242,2565,358,17,250,3670,605.5423,7983.696566,3486.795122,2566.273575,21868,80.99259259,11278,10590,10874,7897,4638,6772,7383,2179,896,32.76581,21.72377,54.48958,41.11978,8409,6.447778,6.127675,130.3731,123.148,7.225169,2.26,38.45345,5832,570,497,829,662,9.211883,760.5,351.1667,2722,2315,335,63,9,2,3838,20507,7.34279,270,86,22,61,56,23,13,4,251,0.325279,33.69,2.3,0.81,1.9,1169,192,419,407,151,10760,50,181,290,188,89,371,239145.8115,75846.92455,10786.42866,44575.62939,97053.07899,13452.3364,20904.69007,107679.4125,88205.21954,4100,2918,442,1179,6608
16732,13570,1465,67,206,82,1227,836.8278,7179.959645,2269.870432,3895.073543,16216,9.14608009,8055,8161,7176,7261,3396,4244,6148,1832,596,32.67898,23.36413,56.04311,32.53275,4082,5.981746,5.735076,92.25456,82.63444,9.620128,2.35,25.17267,2579,870,293,171,151,2.381848,234,93.16667,1798,1589,183,24,2,186,1990,7692,2.703732,1773,194,20,90,137,222,1077,22,218,0.80735,45.39,2.4,0.62,0.7,1904,793,840,181,90,7184,39,476,737,424,181,47,73383.97503,36292.45271,10545.84184,6792.96622,82987.70632,9444.81912,9309.22602,82731.74149,41632.8244,1550,1506,306,836,1702
